DateTime,Date,pH,GlobalLightEnergy(W.m2),Temp(C),DO (mg.L),DO (%sat),Sal (g.L),Protein.AF,FAME.Lipids.AF,Carbohydrates.AF,Harvest Vol (L),AFDW (g/L),AFDW (g)
2014-09-10 16:14:00,09-10-2014,7.52,1.0,20.9,8.86,146,33.6,41.94,18.0,8.16,871.25,0.46,400.775
2014-09-10 16:28:00,09-10-2014,7.62,293.99,25.16,8.88,146,33.6,43.51,26.63,8.06,1025.0,0.434166667,445.02083330000005
2014-09-10 16:44:00,09-10-2014,7.7,190.42,24.86,8.89,146,33.8,43.37,20.94,8.11,512.5,0.498888889,255.6805556
2014-09-10 16:59:00,09-10-2014,7.77,222.4,25.16,8.79,144,33.8,43.15,24.05,8.26,256.25,0.3175,81.359375
2014-09-10 17:13:00,09-10-2014,7.83,218.16,25.55,8.71,142,33.9,37.11,17.83,9.94,256.25,0.34555555600000004,88.54861111
2014-09-10 17:29:00,09-10-2014,7.89,205.7,25.3,8.42,136,33.9,39.81,17.82,9.17,256.25,0.317777778,81.43055556
2014-09-10 17:44:00,09-10-2014,7.93,144.07,25.09,8.18,132,34.0,38.35,19.0,9.68,256.25,0.34333333299999996,87.97916667
2014-09-10 17:58:00,09-10-2014,7.97,186.44,24.99,7.88,126,34.1,43.74,32.49,7.58,256.25,0.368888889,94.52777778
2014-09-10 18:14:00,09-10-2014,7.98,304.32,25.54,7.55,120,34.1,44.1,26.85,7.97,256.25,0.358888889,91.96527778
2014-09-10 18:29:00,09-10-2014,7.79,315.36,26.13,7.13,113,34.1,43.61,30.0,9.68,256.25,0.355555556,91.11111111
2014-09-10 18:43:00,09-10-2014,7.82,285.94,26.14,6.76,106,34.2,35.58,16.96,10.29,256.25,0.39666666700000003,101.64583329999999
2014-09-10 18:59:00,09-10-2014,7.84,180.24,25.52,6.39,100,34.2,37.98,18.12,9.41,256.25,0.41111111100000003,105.3472222
2014-09-10 19:14:00,09-10-2014,7.86,225.05,25.56,6.06,94,34.3,36.89,18.58,9.83,256.25,0.38,97.375
2014-09-10 19:28:00,09-10-2014,7.88,261.85,26.12,5.74,89,34.3,44.05,33.95,7.71,256.25,0.42111111100000004,107.9097222
2014-09-10 19:44:00,09-10-2014,7.9,306.13,26.13,5.54,86,34.3,43.2,28.25,7.92,440.75,0.40666666700000004,179.23833330000002
2014-09-10 19:59:00,09-10-2014,7.92,308.58,26.35,5.41,83,34.3,43.53,30.85,8.58,410.0,0.33555555600000003,137.5777778
2014-09-10 20:13:00,09-10-2014,7.95,280.78,26.01,5.33,82,34.3,32.22,32.76,10.85,410.0,0.363333333,148.9666667
2014-09-10 20:29:00,09-10-2014,7.96,172.62,24.92,5.24,80,34.4,34.63,14.21,9.9,440.75,0.34333333299999996,151.32416669999998
2014-09-10 20:44:00,09-10-2014,7.98,201.91,25.17,5.15,79,34.4,34.16,10.82,11.13,410.0,0.289166667,118.55833329999999
2014-09-10 20:58:00,09-10-2014,7.96,275.48,25.61,5.1,78,34.4,42.53,16.36,8.48,1025.0,0.425,435.625
2014-09-10 21:14:00,09-10-2014,7.95,272.86,26.25,5.05,77,34.4,42.81,15.59,8.3,768.75,0.51,392.0625
2014-09-10 21:29:00,09-10-2014,7.96,311.33,26.49,5.07,77,34.4,42.48,16.42,8.41,768.75,0.364444444,280.1666667
2014-09-10 21:43:00,09-10-2014,7.98,264.92,26.17,5.09,77,34.4,30.45,12.38,10.95,768.75,0.386666667,297.25
2014-09-10 21:59:00,09-10-2014,7.99,303.62,26.73,5.09,77,34.4,33.1,16.15,11.44,768.75,0.47333333299999997,363.875
2014-09-10 22:14:00,09-10-2014,7.96,278.74,26.75,5.11,77,34.4,30.34,16.76,9.15,871.25,0.433333333,377.5416667
2014-09-10 22:28:00,09-10-2014,7.96,292.69,25.83,5.11,77,34.4,41.52,16.45,7.96,871.25,0.46833333299999996,408.0354167
2014-09-10 22:44:00,09-10-2014,7.97,290.25,25.63,5.13,77,34.4,41.19,13.25,7.88,1025.0,0.4175,427.9375
2014-09-10 22:59:00,09-10-2014,7.99,162.06,24.86,5.15,77,34.5,43.14,15.46,8.68,512.5,0.445555556,228.3472222
2014-09-10 23:13:00,09-10-2014,7.99,285.97,25.35,5.14,77,34.5,27.39,16.24,10.48,256.25,0.280833333,71.96354167
2014-09-10 23:29:00,09-10-2014,7.98,269.57,25.06,5.16,77,34.4,30.96,16.22,11.64,256.25,0.311111111,79.72222222
2014-09-10 23:44:00,09-10-2014,7.98,138.69,23.72,5.2,77,34.5,29.26,17.04,11.19,256.25,0.296666667,76.02083333
2014-09-10 23:58:00,09-10-2014,7.99,251.26,25.29,5.18,77,34.5,43.0,15.83,7.94,256.25,0.337777778,86.55555556
2014-09-11 00:14:00,09-11-2014,8.0,328.97,26.07,5.22,77,34.5,41.14,13.9,8.65,256.25,0.357777778,91.68055556
2014-09-11 00:29:00,09-11-2014,7.97,222.25,26.51,5.26,78,34.5,28.5,15.94,11.31,256.25,0.33666666700000003,86.27083333
2014-09-11 00:43:00,09-11-2014,7.98,300.31,26.37,5.29,78,34.5,26.52,15.96,8.5,256.25,0.278888889,71.46527778
2014-09-11 00:59:00,09-11-2014,7.99,300.31,26.49,5.32,78,34.5,29.81,16.92,11.71,256.25,0.281666667,72.17708333
2014-09-11 01:14:00,09-11-2014,7.99,310.51,26.78,5.43,80,34.5,42.79,17.15,8.48,256.25,0.313333333,80.29166667
2014-09-11 01:28:00,09-11-2014,7.98,249.98,25.98,5.4,79,34.5,42.36,15.44,8.37,256.25,0.357777778,91.68055556
2014-09-11 01:44:00,09-11-2014,7.98,313.7,27.06,5.46,80,34.5,41.91,20.81,7.61,256.25,0.43222222200000004,110.75694440000001
2014-09-11 01:59:00,09-11-2014,7.98,264.07,27.17,5.46,80,34.5,42.14,21.93,8.46,440.75,0.41,180.7075
2014-09-11 02:13:00,09-11-2014,8.01,305.72,26.84,5.5,80,34.5,26.13,20.72,12.3,410.0,0.348888889,143.0444444
2014-09-11 02:29:00,09-11-2014,7.99,180.2,25.89,5.49,80,34.5,28.68,17.19,11.95,410.0,0.384444444,157.62222219999998
2014-09-11 02:44:00,09-11-2014,7.99,165.4,25.19,5.53,81,34.5,27.85,16.39,10.64,440.75,0.371666667,163.8120833
2014-09-11 02:58:00,09-11-2014,7.99,222.33,25.7,5.56,81,34.5,21.95,24.61,14.35,410.0,0.318333333,130.5166667
2014-09-11 03:14:00,09-11-2014,7.99,214.65,25.37,5.55,81,34.6,42.91,26.44,7.46,1025.0,0.435833333,446.72916669999995
2014-09-11 03:29:00,09-11-2014,7.99,274.28,25.73,5.61,81,34.6,26.93,22.82,6.41,768.75,0.18916666699999998,145.421875
2014-09-11 03:43:00,09-11-2014,7.97,0.0,24.7,5.58,81,34.6,47.88,17.92,8.29,512.5,0.10666666699999999,54.66666667
2014-09-11 03:59:00,09-11-2014,7.98,177.83,10.2,5.59,81,34.6,48.01,17.2,7.99,768.75,0.217142857,166.9285714
2014-09-11 04:14:00,09-11-2014,8.0,292.17,12.97,5.63,81,34.5,48.96,17.87,8.32,768.75,0.125,96.09375
2014-09-11 04:28:00,09-11-2014,7.99,290.54,16.55,5.66,81,34.6,47.24,26.54,7.91,1025.0,0.1250912,128.21848
2014-09-11 04:44:00,09-11-2014,7.99,294.25,21.02,5.66,81,34.6,46.06,27.63,8.44,512.5,0.205833333,105.48958329999999
2014-09-11 04:59:00,09-11-2014,7.98,281.71,16.62,5.72,82,34.6,45.41,26.31,8.82,533.0,0.123555556,65.85511111
2014-09-11 05:13:00,09-11-2014,7.99,295.79,12.92,5.69,82,34.6,47.49,15.9,8.66,512.5,0.108888889,55.80555556
2014-09-11 05:29:00,09-11-2014,8.0,234.58,12.36,5.72,82,34.6,41.11,18.02,7.63,512.5,0.217142857,111.2857143
2014-09-11 05:44:00,09-11-2014,8.0,267.83,12.81,5.75,82,34.6,40.65,16.3,7.64,512.5,0.193666667,99.25416667
2014-09-11 05:58:00,09-11-2014,7.49,214.96,12.74,5.77,82,34.6,45.05,29.71,7.22,512.5,0.08966666699999999,45.95416667
2014-09-11 06:14:00,09-11-2014,7.52,303.79,13.68,5.84,83,34.6,44.71,31.41,9.35,1025.0,0.15165626699999998,155.4476733
2014-09-11 06:29:00,09-11-2014,7.56,284.67,13.78,6.01,85,34.6,43.72,29.42,10.53,768.75,0.215,165.28125
2014-09-11 06:43:00,09-11-2014,7.6,297.83,13.55,6.29,89,34.6,44.5,16.62,9.26,512.5,0.11666666699999999,59.79166667
2014-09-11 06:59:00,09-11-2014,7.64,291.67,13.06,6.71,95,34.6,43.01,16.29,9.09,768.75,0.215714286,165.8303571
2014-09-11 07:14:00,09-11-2014,7.69,149.79,12.61,7.15,102,34.6,43.22,12.15,9.74,768.75,0.133333333,102.5
2014-09-11 07:28:00,09-11-2014,7.74,161.33,13.79,7.68,109,34.6,45.59,10.9,9.75,1025.0,0.11634826699999999,119.2569733
2014-09-11 07:44:00,09-11-2014,7.79,275.12,13.44,8.22,117,34.6,42.87,9.97,8.92,512.5,0.2025,103.78125
2014-09-11 07:59:00,09-11-2014,7.85,305.75,17.77,8.81,126,34.6,43.77,10.5,8.83,512.5,0.11125,57.015625
2014-09-11 08:13:00,09-11-2014,7.25,238.0,16.89,9.17,131,32.7,43.46,10.59,8.08,512.5,0.105,53.8125
2014-09-11 08:29:00,09-11-2014,7.05,305.58,13.26,9.71,139,32.7,36.66,11.79,9.62,512.5,0.211428571,108.3571429
2014-09-11 08:44:00,09-11-2014,7.19,309.5,14.1,10.21,147,32.6,37.57,11.79,9.46,512.5,0.174666667,89.51666667
2014-09-11 08:58:00,09-11-2014,7.33,309.33,15.47,10.57,153,32.6,39.44,12.7,9.18,512.5,0.12300000000000001,63.0375
2014-09-11 09:14:00,09-11-2014,7.47,111.38,11.7,10.91,159,32.6,43.45,11.36,9.7,1025.0,0.14341773300000002,147.0031767
2014-09-11 09:29:00,09-11-2014,7.86,298.12,10.28,11.13,163,32.6,44.0,11.3,9.64,768.75,0.210833333,162.078125
2014-09-11 09:43:00,09-11-2014,7.95,296.42,13.03,11.23,166,32.6,33.54,11.48,11.41,512.5,0.118888889,60.93055556
2014-09-11 09:59:00,09-11-2014,7.8,315.29,15.71,11.44,170,32.6,33.42,10.82,11.28,768.75,0.224761905,172.78571430000002
2014-09-11 10:14:00,09-11-2014,7.91,320.25,22.38,11.78,177,32.6,33.26,17.37,10.86,768.75,0.132666667,101.9875
2014-09-11 10:28:00,09-11-2014,7.99,322.54,21.13,11.75,177,32.6,45.08,10.41,9.16,1025.0,0.114835067,117.7059433
2014-09-11 10:44:00,09-11-2014,7.66,314.12,20.26,11.8,180,32.5,42.86,11.46,9.01,512.5,0.204166667,104.63541670000001
2014-09-11 10:59:00,09-11-2014,7.76,319.25,23.75,11.97,183,32.5,45.32,10.96,9.25,522.75,0.11,57.5025
2014-09-11 11:13:00,09-11-2014,7.85,315.96,16.08,11.91,184,32.6,31.19,11.58,11.07,512.5,0.10666666699999999,54.66666667
2014-09-11 11:29:00,09-11-2014,7.92,320.79,14.7,12.35,192,32.6,31.28,11.94,10.72,512.5,0.218095238,111.7738095
2014-09-11 11:44:00,09-11-2014,7.81,288.62,12.78,12.11,190,32.6,31.7,11.97,10.44,512.5,0.183666667,94.12916667
2014-09-11 11:58:00,09-11-2014,7.89,289.12,11.5,12.02,190,32.6,45.43,10.66,9.19,512.5,0.144333333,73.97083333
2014-09-11 12:14:00,09-11-2014,7.96,230.62,11.75,12.0,191,32.6,44.76,7.41,9.43,1025.0,0.157036533,160.9624467
2014-09-11 12:29:00,09-11-2014,7.85,304.83,13.65,11.72,187,32.6,44.71,7.68,8.94,256.25,0.368333333,94.38541667
2014-09-11 12:43:00,09-11-2014,7.92,309.33,14.57,11.74,189,32.6,31.52,7.73,11.13,256.25,0.31,79.4375
2014-09-11 12:59:00,09-11-2014,7.99,332.04,14.38,11.63,188,32.7,31.82,13.96,11.45,1025.0,0.25,256.25
2014-09-11 13:14:00,09-11-2014,7.88,342.71,15.19,11.46,186,32.7,31.84,12.38,11.2,512.5,0.378333333,193.89583330000002
2014-09-11 13:28:00,09-11-2014,7.95,342.5,20.88,11.41,186,32.7,43.27,8.36,9.41,512.5,0.22,112.75
2014-09-11 13:44:00,09-11-2014,7.99,344.79,23.32,11.28,184,32.8,35.64,8.38,10.94,1025.0,0.124444444,127.55555559999999
2014-09-11 13:59:00,09-11-2014,7.9,346.33,23.27,11.47,188,32.8,32.54,7.98,7.37,256.25,0.36,92.25
2014-09-11 14:13:00,09-11-2014,7.96,341.75,23.2,11.22,184,32.8,29.95,7.6,7.62,256.25,0.32,82.0
2014-09-11 14:29:00,09-11-2014,7.85,338.96,19.27,10.98,181,32.8,24.63,7.93,8.49,1025.0,0.251666667,257.9583333
2014-09-11 14:44:00,09-11-2014,7.91,328.29,14.47,10.81,178,32.9,29.25,7.72,9.26,512.5,0.328333333,168.27083330000002
2014-09-11 14:58:00,09-11-2014,7.97,339.42,15.3,10.72,177,32.9,30.44,9.06,10.64,512.5,0.213333333,109.33333329999999
2014-09-11 15:14:00,09-11-2014,7.85,338.0,13.51,10.56,174,33.0,37.49,8.97,10.78,1025.0,0.124444444,127.55555559999999
2014-09-11 15:29:00,09-11-2014,7.91,309.71,13.77,10.28,170,33.0,38.51,8.74,9.46,256.25,0.34833333299999997,89.26041667
2014-09-11 15:43:00,09-11-2014,7.96,123.29,13.2,10.27,169,33.0,39.43,8.91,9.81,256.25,0.283333333,72.60416667
2014-09-11 15:59:00,09-11-2014,7.84,230.42,14.02,10.04,165,33.1,36.69,8.5,8.73,1025.0,0.18666666699999998,191.33333330000002
2014-09-11 16:14:00,09-11-2014,7.89,330.67,14.16,9.86,162,33.1,35.9,10.17,9.09,512.5,0.363333333,186.20833330000002
2014-09-11 16:28:00,09-11-2014,7.93,303.38,14.56,9.71,159,33.2,38.98,13.56,9.92,512.5,0.22111111100000003,113.31944440000001
2014-09-11 16:44:00,09-11-2014,7.97,330.62,16.71,9.45,154,33.2,39.27,9.1,12.8,1025.0,0.11555555599999999,118.44444440000001
2014-09-11 16:59:00,09-11-2014,7.87,349.96,18.15,9.07,147,33.2,32.27,9.22,8.42,1025.0,0.28,287.0
2014-09-11 17:13:00,09-11-2014,7.86,352.5,17.53,8.85,143,33.3,34.17,9.8,9.11,1025.0,0.136666667,140.08333330000002
2014-09-11 17:29:00,09-11-2014,7.9,350.5,19.55,8.52,137,33.3,36.09,9.6,8.98,1025.0,0.295,302.375
2014-09-11 17:44:00,09-11-2014,7.91,0.0,21.5,8.18,131,33.4,34.97,10.42,9.25,1025.0,0.21666666699999998,222.08333330000002
2014-09-11 17:58:00,09-11-2014,7.93,251.15,25.88,7.77,124,33.4,37.63,10.12,8.51,1025.0,0.275,281.875
2014-09-11 18:14:00,09-11-2014,7.94,79.67,23.14,7.29,116,33.5,39.63,10.17,8.86,1025.0,0.217777778,223.2222222
2014-09-11 18:29:00,09-11-2014,7.94,219.88,19.27,6.76,107,33.5,40.63,10.48,8.14,1025.0,0.275,281.875
2014-09-11 18:43:00,09-11-2014,7.94,257.47,18.87,6.13,97,33.5,38.08,12.45,8.7,1025.0,0.298888889,306.3611111
2014-09-11 18:59:00,09-11-2014,7.93,144.62,20.05,5.68,89,33.6,32.87,11.29,8.62,1025.0,0.32,328.0
2014-09-11 19:14:00,09-11-2014,7.93,290.0,22.35,5.35,84,33.6,34.96,11.11,9.92,1025.0,0.237777778,243.7222222
2014-09-11 19:28:00,09-11-2014,7.93,206.13,23.51,5.06,79,33.6,32.92,9.32,11.05,1025.0,0.313333333,321.1666667
2014-09-11 19:44:00,09-11-2014,7.92,291.94,25.65,4.97,77,33.6,31.37,10.62,11.04,1025.0,0.322222222,330.27777779999997
2014-09-11 19:59:00,09-11-2014,7.92,247.31,26.46,4.82,75,33.6,28.75,11.17,6.81,768.75,0.59,453.5625
2014-09-11 20:13:00,09-11-2014,7.82,119.27,21.2,4.74,73,33.7,41.12,8.85,5.66,768.75,0.513333333,394.625
2014-09-11 20:29:00,09-11-2014,7.82,108.35,23.56,4.7,73,33.7,41.82,12.05,5.63,768.75,0.585,449.71875
2014-09-11 20:44:00,09-11-2014,7.82,165.71,24.16,4.69,72,33.7,40.3,10.79,6.88,768.75,0.45833333299999995,352.34375
2014-09-11 20:58:00,09-11-2014,7.82,218.44,23.34,4.65,71,33.7,38.28,10.27,7.42,1025.0,0.23399999999999999,239.85
2014-09-11 21:14:00,09-11-2014,7.82,140.75,18.56,4.68,72,33.7,35.93,10.55,6.65,768.75,0.588333333,452.28125
2014-09-11 21:29:00,09-11-2014,7.83,210.17,19.87,4.68,72,33.7,36.17,12.13,6.35,768.75,0.5116666670000001,393.34375
2014-09-11 21:43:00,09-11-2014,7.83,211.27,20.87,4.7,72,33.7,41.47,10.33,6.17,768.75,0.583333333,448.4375
2014-09-11 21:59:00,09-11-2014,7.83,298.04,22.06,4.68,71,33.7,41.02,11.57,7.4,768.75,0.46166666700000003,354.90625
2014-09-11 22:14:00,09-11-2014,7.83,291.89,24.03,4.68,71,33.7,38.95,11.05,7.02,1025.0,0.190952381,195.7261905
2014-09-11 22:28:00,09-11-2014,7.83,303.15,24.7,4.72,72,33.7,38.57,12.52,6.94,717.5,0.593333333,425.71666669999996
2014-09-11 22:44:00,09-11-2014,7.83,293.55,24.02,4.68,71,33.8,38.49,11.6,14.71,717.5,0.27555555600000003,197.7111111
2014-09-11 22:59:00,09-11-2014,7.83,279.25,25.42,4.69,71,33.8,40.37,10.67,13.23,717.5,0.184285714,132.225
2014-09-11 23:13:00,09-11-2014,7.83,254.1,26.63,4.65,70,33.8,42.99,20.28,12.73,717.5,0.19266666699999999,138.23833330000002
2014-09-11 23:29:00,09-11-2014,7.83,215.42,26.77,4.65,70,33.8,42.42,11.06,12.76,615.0,0.173666667,106.805
2014-09-11 23:44:00,09-11-2014,7.83,226.47,26.79,4.65,70,33.8,43.12,16.22,13.4,615.0,0.11375,69.95625
2014-09-11 23:58:00,09-11-2014,7.83,242.54,25.96,4.64,69,33.8,42.47,11.14,14.42,717.5,0.203888889,146.2902778
2014-09-12 00:14:00,09-12-2014,7.83,225.51,25.68,4.65,69,33.8,41.63,10.52,13.11,615.0,0.145416667,89.43125
2014-09-12 00:29:00,09-12-2014,7.83,60.28,22.18,4.62,69,33.8,41.53,9.98,14.54,615.0,0.155,95.325
2014-09-12 00:43:00,09-12-2014,7.83,309.06,22.97,4.64,69,33.8,39.75,10.65,16.15,717.5,0.23,165.025
2014-09-12 00:59:00,09-12-2014,7.83,308.4,22.87,4.67,69,33.8,40.78,11.84,13.88,1025.0,0.24444444399999998,250.5555556
2014-09-12 01:14:00,09-12-2014,7.83,321.26,23.43,4.69,69,33.8,41.55,12.18,14.7,717.5,0.595,426.9125
2014-09-12 01:28:00,09-12-2014,7.83,306.15,24.58,4.73,69,33.9,39.84,13.5,14.17,717.5,0.26888888899999996,192.92777780000003
2014-09-12 01:44:00,09-12-2014,7.83,311.62,26.46,4.76,70,33.9,39.98,20.58,13.69,717.5,0.175238095,125.73333329999998
2014-09-12 01:59:00,09-12-2014,7.83,299.83,26.48,4.81,70,33.9,39.83,12.33,12.24,717.5,0.198666667,142.5433333
2014-09-12 02:13:00,09-12-2014,7.83,274.96,26.54,4.85,71,33.9,37.19,12.04,12.88,615.0,0.163,100.245
2014-09-12 02:29:00,09-12-2014,7.83,241.96,26.04,4.9,71,33.9,39.85,12.35,13.4,615.0,0.103888889,63.89166667
2014-09-12 02:44:00,09-12-2014,7.84,219.77,25.82,4.95,72,33.9,38.54,11.8,14.06,717.5,0.194444444,139.51388889999998
2014-09-12 02:58:00,09-12-2014,7.84,240.4,26.21,5.0,73,33.9,40.25,11.88,13.49,615.0,0.13125,80.71875
2014-09-12 03:14:00,09-12-2014,7.84,270.66,26.91,5.03,73,33.9,38.84,11.57,12.85,615.0,0.149333333,91.84
2014-09-12 03:29:00,09-12-2014,7.85,112.98,25.0,5.1,74,33.9,39.59,10.09,13.87,717.5,0.23555555600000003,169.0111111
2014-09-12 03:43:00,09-12-2014,7.85,231.33,23.05,5.13,74,33.9,39.68,15.22,13.79,1025.0,0.26666666699999997,273.3333333
2014-09-12 03:59:00,09-12-2014,7.85,314.06,21.78,5.18,74,33.9,39.29,13.66,12.92,512.5,0.6033333329999999,309.2083333
2014-09-12 04:14:00,09-12-2014,7.86,312.98,23.02,5.23,75,33.9,40.71,13.57,14.43,512.5,0.385555556,197.59722219999998
2014-09-12 04:28:00,09-12-2014,7.86,291.47,23.49,5.26,75,33.9,39.64,13.13,14.14,512.5,0.2925,149.90625
2014-09-12 04:44:00,09-12-2014,7.86,259.09,23.44,5.29,76,33.9,38.15,14.12,13.19,512.5,0.321666667,164.85416669999998
2014-09-12 04:59:00,09-12-2014,7.87,287.56,23.32,5.35,76,34.0,38.98,14.22,14.4,512.5,0.237333333,121.63333329999999
2014-09-12 05:13:00,09-12-2014,7.87,310.27,24.35,5.37,76,34.0,39.02,14.14,13.88,512.5,0.163333333,83.70833333
2014-09-12 05:29:00,09-12-2014,7.88,305.87,26.57,5.44,77,34.0,39.23,14.32,14.17,512.5,0.268,137.35
2014-09-12 05:44:00,09-12-2014,7.88,269.56,27.79,5.45,77,34.0,37.77,15.16,10.1,512.5,0.263333333,134.95833330000002
2014-09-12 05:58:00,09-12-2014,7.88,278.45,27.12,5.52,78,34.0,31.32,14.7,7.91,512.5,0.256666667,131.5416667
2014-09-12 06:14:00,09-12-2014,7.89,259.8,26.53,5.61,79,34.0,42.68,14.28,10.4,512.5,0.305555556,156.59722219999998
2014-09-12 06:29:00,09-12-2014,7.9,224.65,11.46,5.76,81,34.0,64.96,14.63,7.92,512.5,0.322666667,165.3666667
2014-09-12 06:43:00,09-12-2014,7.91,277.82,13.44,6.05,85,34.0,41.82,14.48,7.05,1025.0,0.29733333300000003,304.7666667
2014-09-12 06:59:00,09-12-2014,7.93,291.19,16.88,6.41,90,34.0,40.31,13.87,7.17,512.5,0.578333333,296.3958333
2014-09-12 07:14:00,09-12-2014,7.96,244.97,17.21,6.86,97,34.0,38.8,14.11,7.41,512.5,0.376666667,193.04166669999998
2014-09-12 07:28:00,09-12-2014,7.99,280.91,20.48,7.33,103,34.0,39.97,13.65,7.77,512.5,0.281666667,144.35416669999998
2014-09-12 07:44:00,09-12-2014,7.39,216.33,21.02,7.93,112,33.4,39.18,14.12,7.28,512.5,0.275833333,141.36458330000002
2014-09-12 07:59:00,09-12-2014,7.49,75.51,18.34,8.58,121,33.4,40.68,14.05,6.53,512.5,0.257333333,131.88333329999998
2014-09-12 08:13:00,09-12-2014,7.59,144.67,7.98,9.3,132,33.4,41.09,13.46,6.74,512.5,0.208666667,106.94166670000001
2014-09-12 08:29:00,09-12-2014,7.68,311.33,8.0,9.81,140,33.4,41.33,13.69,6.55,512.5,0.294666667,151.0166667
2014-09-12 08:44:00,09-12-2014,7.76,268.55,11.64,10.37,148,33.4,40.69,14.03,7.47,512.5,0.3,153.75
2014-09-12 08:58:00,09-12-2014,7.83,47.87,10.86,10.87,157,33.4,41.97,15.12,7.7,512.5,0.261666667,134.1041667
2014-09-12 09:14:00,09-12-2014,7.9,98.6,11.31,11.34,164,33.4,40.47,14.79,8.0,512.5,0.314444444,161.15277780000002
